42,26,17,53,89,26,64,85,7,64,34,98,7,91,37,34,52,78,80,36,14,17,93,0,19,29,47,50,25,88,13,76,2,70,11,1,16,84,74,30,68,96,64,96,92,74,18,80,15,30,53,6,17,99,82,53,35,8,43,26,18,49,46,53,34,80,17,96,37,4,20,52,52,29,72,6,6,61,37,59,46,1,7,2,15,43,82,35,78,85,21,94,95,56,72,38,27,41,73,14,92,62,64,93,29,85,46,48,7,67,43,68,34,72,6,67,55,52,24,62,19,21,53,47,95,60,69,72
65,55,29,24,54,67,94,13,39,75,0,0,46,96,27,38,8,27,13,38,26,15,81,95,55,51,43,87,58,9,41,94,95,1,29,93,2,94,96,31,68,17,87,58,81,24,23,36,92,22,41,2,81,8,6,16,68,74,47,42,56,20,7,29,68,79,9,17,86,48,22,38,34,10,40,6,61,20,70,83,25,41,39,42,87,45,24,17,35,52,21,7,61,2,2,66,91,88,91,18,90,94,51,92,85,56,82,14,8,43,57,55,87,71,46,72,69,78,13,43,23,5,7,95,25,16,33,82
1,75,35,91,85,45,34,5,26,1,13,91,86,44,29,18,28,28,80,21,67,28,21,22,92,85,74,18,62,66,27,41,37,36,51,33,44,30,95,39,68,47,87,21,94,66,99,6,96,86,25,60,82,88,18,76,51,38,24,90,54,76,29,68,7,24,37,33,11,60,11,42,38,35,65,5,2,55,15,48,81,51,93,8,80,10,59,19,97,70,71,45,53,94,62,77,33,37,15,96,1,80,37,9,91,9,63,99,78,6,5,34,31,6,10,35,90,11,62,51,35,21,84,59,98,17,26,13
74,12,94,91,41,15,56,12,31,17,20,52,53,64,63,89,14,71,4,23,39,64,51,3,87,65,50,47,99,93,48,50,8,68,31,73,88,78,65,88,95,10,12,26,75,18,87,93,26,43,49,26,58,72,16,8,73,26,86,44,56,42,13,34,82,6,73,88,10,96,70,75,88,32,27,76,24,80,14,82,41,30,45,80,50,53,64,84,4,14,54,11,97,30,65,23,21,15,9,39,38,28,54,61,70,83,9,48,6,29,90,52,11,38,35,13,95,34,82,8,26,93,37,37,37,60,20,62
81,92,80,51,84,93,50,63,18,17,18,71,56,63,60,98,30,58,57,43,76,51,42,25,16,82,86,27,35,2,83,6,45,93,36,73,17,76,36,86,56,30,81,95,72,93,77,70,70,12,20,93,60,28,97,10,93,22,75,61,27,74,94,17,95,44,72,44,25,91,87,19,8,76,44,5,34,27,84,67,50,38,57,36,14,36,62,27,1,35,24,40,18,16,25,4,41,38,44,38,71,88,55,85,99,47,4,42,25,87,49,91,31,97,58,55,56,93,33,36,17,99,66,13,97,26,91,74
98,90,59,97,15,8,64,53,20,34,92,23,57,68,34,52,10,80,78,11,30,54,44,82,8,92,58,91,43,78,14,14,37,93,89,32,67,13,26,50,78,6,67,16,32,90,36,38,24,77,49,85,62,0,55,10,65,66,94,89,70,61,17,92,40,29,95,47,82,39,86,86,67,10,26,46,40,99,2,73,90,62,16,50,42,94,92,25,27,72,76,1,64,35,27,11,36,65,70,97,72,9,64,49,98,79,58,48,87,20,15,70,36,40,70,49,75,40,28,95,93,91,58,80,54,38,42,2
30,38,8,54,87,32,55,93,26,45,81,83,35,26,76,26,66,3,13,29,48,6,69,49,85,89,67,87,30,78,44,50,60,75,87,72,12,39,90,24,7,82,84,5,22,73,15,59,26,21,2,82,5,55,1,3,35,74,3,27,7,25,41,45,93,27,52,12,94,53,40,79,84,92,86,7,7,64,52,62,42,30,87,32,72,19,62,51,28,87,60,72,40,44,13,81,7,61,68,56,75,69,79,14,31,96,45,52,57,71,62,84,24,19,10,87,81,94,62,57,60,4,88,14,42,44,70,70
54,96,75,34,31,30,57,96,24,72,28,60,93,11,41,60,18,86,82,97,22,74,33,28,37,25,42,92,14,11,44,77,82,96,44,9,79,46,50,72,39,69,95,0,28,91,75,50,31,3,11,62,91,94,83,41,96,77,27,2,74,16,74,2,74,17,46,38,65,10,99,39,77,70,31,90,73,33,54,64,40,3,24,41,93,10,49,13,8,75,13,34,25,64,8,25,76,13,21,21,22,3,72,61,8,27,40,78,42,47,60,7,99,96,39,57,39,95,2,19,68,17,93,9,89,34,21,24
74,41,82,97,63,32,79,6,45,85,70,28,33,22,40,11,17,2,95,74,8,86,53,25,92,36,85,3,17,24,98,55,85,6,30,76,53,88,23,30,5,14,63,56,21,99,28,52,68,79,97,79,63,80,34,41,7,23,66,31,18,80,24,51,77,97,30,74,18,80,66,34,11,40,26,96,14,32,84,87,1,33,51,8,76,56,28,38,26,68,25,23,73,25,73,54,42,60,68,64,91,11,55,26,78,94,43,74,99,41,58,65,48,40,89,9,10,63,3,29,77,57,18,14,6,36,93,54
13,68,48,8,19,81,25,97,24,53,64,35,29,13,79,42,83,16,45,91,61,94,1,7,3,87,81,50,33,45,61,37,12,17,21,39,32,53,20,57,84,82,35,82,31,16,63,28,14,31,1,40,48,93,8,65,99,11,44,34,1,81,65,28,26,50,7,54,52,38,47,25,41,75,80,65,90,71,11,5,4,7,31,39,30,2,41,28,53,70,63,20,65,77,75,62,33,55,67,97,50,39,90,24,85,35,90,36,77,10,4,84,18,39,96,4,77,30,63,25,84,73,29,8,3,53,1,43
36,26,35,92,14,79,73,4,12,7,33,6,67,53,48,73,73,40,40,13,71,25,91,67,72,91,73,30,68,35,56,98,26,59,92,25,23,40,7,53,4,11,97,67,75,22,91,83,73,38,79,85,37,49,87,37,58,61,5,37,54,5,56,93,80,40,89,11,56,10,72,27,33,70,98,75,67,97,18,45,88,61,70,28,58,67,49,98,10,63,39,26,48,71,48,6,79,77,55,52,29,28,27,63,56,81,87,95,68,20,33,97,72,66,0,99,92,42,34,30,38,9,74,76,70,79,17,64
88,48,48,93,35,97,21,50,23,78,13,72,32,20,21,78,68,39,43,33,0,70,13,32,82,1,44,42,19,38,98,3,4,18,62,27,42,95,7,64,7,18,6,28,63,48,69,35,71,12,56,72,93,97,58,24,31,11,68,70,30,57,40,25,35,82,54,29,13,39,47,16,6,78,35,66,57,38,87,73,74,5,84,36,26,13,43,65,69,78,99,33,73,89,11,40,51,24,80,48,51,2,33,22,13,96,74,67,70,4,35,51,63,73,55,35,23,82,54,85,69,99,77,75,39,55,3,38
58,42,16,49,53,35,81,35,33,31,53,4,26,15,18,39,95,7,78,53,32,76,8,97,96,47,98,60,58,32,74,67,58,73,1,21,39,61,21,44,20,36,93,93,46,30,56,32,56,51,88,30,3,49,33,36,12,15,78,83,20,33,99,18,84,97,15,52,95,46,4,12,38,19,91,16,74,49,78,7,20,1,19,53,37,87,68,40,58,36,40,57,37,58,23,28,55,38,44,89,58,17,71,29,59,12,47,67,9,79,64,76,99,98,5,84,46,36,44,3,11,17,14,78,76,88,60,60
50,48,20,67,91,85,71,48,2,58,68,40,93,49,87,87,16,76,29,9,8,42,97,57,75,53,40,18,60,32,23,52,87,8,15,33,47,33,54,37,37,87,20,57,79,15,82,26,62,25,97,13,17,63,78,44,93,98,13,3,62,32,48,70,67,5,98,32,34,14,48,16,77,0,68,27,61,81,35,85,98,53,70,15,74,64,23,95,7,77,55,10,90,10,81,58,41,83,4,50,26,54,62,50,52,31,52,84,24,91,45,74,75,51,26,69,74,76,85,90,7,98,60,75,57,40,41,36
70,35,23,61,31,58,59,82,89,81,59,88,81,51,80,22,90,6,78,28,92,24,28,56,5,92,91,40,77,48,78,60,35,39,93,2,12,55,29,40,36,32,86,11,93,2,64,42,7,89,9,78,33,49,21,14,86,23,65,23,68,55,16,66,52,87,92,36,8,94,65,64,42,17,47,60,33,42,99,47,11,18,64,13,12,99,34,81,40,69,14,32,51,51,50,13,29,24,51,1,22,9,81,74,7,55,42,67,96,80,4,26,63,6,34,99,66,66,84,1,72,64,45,86,92,64,50,43
47,45,96,3,70,39,57,71,21,3,49,27,1,92,38,58,70,21,26,69,83,50,59,15,8,63,7,58,59,67,40,8,61,42,90,14,74,25,70,46,39,70,62,5,23,14,88,11,15,11,76,90,54,69,85,36,38,43,26,67,82,36,85,95,44,31,95,55,31,91,81,40,51,79,31,75,9,98,10,68,32,77,5,65,27,99,42,14,32,89,38,61,30,97,22,55,28,61,14,62,87,98,28,35,9,33,41,56,87,61,52,92,29,94,71,37,3,10,37,79,36,1,65,1,49,6,21,88
35,72,10,67,27,21,73,69,66,28,20,11,1,6,72,96,28,77,99,12,23,63,90,8,31,34,87,2,51,65,41,98,59,43,28,49,83,82,84,40,48,14,27,61,69,62,12,40,88,60,48,24,35,97,53,76,84,31,36,75,17,11,8,33,70,90,76,69,4,39,85,46,99,53,3,72,79,7,60,99,37,7,95,95,26,94,96,21,19,86,64,33,24,29,47,97,42,87,14,68,44,45,4,82,87,34,62,7,77,25,90,56,9,93,28,16,94,96,3,24,68,79,71,92,44,22,83,23
94,92,52,16,32,45,78,56,80,10,17,68,67,86,68,32,75,90,12,95,82,69,52,94,0,68,92,46,55,76,38,71,97,97,9,48,67,3,41,73,34,60,89,34,17,39,28,96,96,59,32,66,95,40,83,26,42,71,74,16,93,63,9,12,73,42,9,64,21,63,99,69,71,89,97,72,41,32,83,77,94,92,46,4,54,21,26,76,94,9,17,21,12,71,65,7,96,32,36,64,65,83,99,11,31,97,40,85,10,24,7,53,49,10,3,71,94,83,42,50,85,85,22,97,3,35,97,5
82,62,17,30,46,25,67,23,39,72,20,54,52,86,81,15,82,85,51,60,45,46,83,6,19,5,15,81,25,82,31,98,95,66,73,66,38,15,61,46,32,58,45,0,68,73,14,77,74,75,74,27,38,16,23,15,87,9,94,94,41,14,75,28,36,45,22,29,5,67,39,4,31,29,20,33,58,5,6,78,39,6,28,53,74,99,31,92,87,56,27,18,4,23,9,88,65,57,69,67,97,70,49,59,63,65,0,19,29,22,85,12,64,7,20,70,76,15,59,26,50,60,87,79,32,87,22,67
71,91,64,1,84,43,24,55,7,69,24,71,54,66,83,28,45,8,22,75,82,60,66,74,54,12,53,62,72,87,10,96,79,25,47,72,35,52,42,53,91,39,52,28,27,9,21,6,34,66,72,84,32,84,39,37,84,43,76,52,89,31,8,66,50,37,37,43,23,70,31,96,39,41,33,82,73,22,97,4,60,30,27,41,46,4,33,62,18,69,60,8,19,26,10,91,36,77,80,42,18,37,79,54,71,75,70,81,18,33,69,0,9,57,1,63,0,20,31,98,25,13,97,76,71,56,75,48
19,22,1,59,90,19,47,62,13,56,51,90,96,16,61,23,53,53,31,28,99,46,62,59,81,34,68,41,80,64,37,71,42,90,68,24,35,78,22,42,62,85,94,4,98,9,85,16,74,6,78,27,67,14,26,56,35,55,90,69,94,41,19,33,2,12,65,23,56,17,0,34,2,58,77,93,48,14,43,83,12,99,84,50,25,94,0,32,84,80,31,99,8,7,81,18,59,4,9,80,8,81,76,31,39,48,5,71,55,28,39,0,68,59,47,47,13,58,80,99,90,18,42,36,80,56,4,71
79,10,99,79,87,42,62,30,20,49,71,3,50,27,66,49,46,67,50,64,74,0,61,74,72,18,85,19,28,77,10,19,5,48,81,68,46,34,44,19,77,26,64,4,0,49,51,81,99,31,68,34,2,28,16,85,59,15,55,16,98,43,7,58,45,34,6,84,76,43,90,41,0,51,38,77,45,28,90,68,26,75,52,26,65,52,60,43,65,4,95,66,15,29,64,44,6,3,74,29,94,63,90,21,53,53,65,83,84,79,97,32,52,73,87,27,74,50,78,92,23,6,75,56,23,37,69,52
12,93,27,29,18,23,23,70,13,86,10,23,38,88,12,70,98,0,25,40,97,67,26,54,7,95,90,25,13,53,72,83,99,44,99,57,29,82,62,92,56,76,72,97,0,35,16,67,0,22,49,1,56,39,47,32,80,87,41,67,29,51,20,24,30,64,83,84,33,17,92,23,64,40,94,48,75,99,15,54,82,38,68,73,95,44,49,20,61,39,64,33,83,34,33,60,16,71,82,89,28,49,99,87,61,82,13,51,30,21,87,87,93,22,53,16,16,21,15,78,72,42,57,14,17,70,20,52
35,75,67,10,55,66,53,75,27,36,21,30,37,15,99,68,55,61,0,37,58,60,79,8,40,33,70,80,66,47,60,7,3,65,29,53,45,68,85,9,11,0,58,54,28,36,41,93,61,88,7,64,54,13,14,69,97,32,78,74,89,95,92,95,44,61,45,0,30,0,12,55,29,86,72,33,49,60,4,78,35,91,7,65,20,80,83,26,73,17,66,25,74,60,59,54,12,89,65,58,5,98,64,87,26,37,78,27,36,34,29,32,5,72,6,8,58,31,11,71,67,85,61,73,87,73,55,42
6,47,15,55,15,42,5,5,99,34,55,44,78,85,86,50,96,16,43,95,68,67,48,79,76,38,17,65,28,61,63,36,37,40,45,8,49,90,98,42,73,84,95,24,6,38,9,29,46,54,63,33,70,70,81,51,12,48,41,40,31,28,0,0,74,82,17,30,27,52,90,10,93,26,46,58,8,77,10,74,22,19,78,34,18,49,90,42,13,25,69,66,80,94,97,88,55,92,58,71,56,54,46,68,6,94,43,90,58,29,98,27,7,98,45,43,46,71,35,69,12,38,58,43,33,23,4,86
73,39,79,50,54,95,1,81,72,91,38,17,41,35,63,98,27,47,98,33,33,5,0,3,62,67,45,18,50,18,80,39,16,33,9,39,33,12,54,77,22,85,37,33,20,15,23,86,28,71,14,64,74,54,1,38,81,39,17,36,39,32,71,89,30,4,13,93,44,46,17,40,1,60,32,96,77,99,41,28,40,41,59,91,32,92,39,5,95,30,57,59,67,52,13,12,36,56,62,45,13,90,47,90,61,14,90,3,43,7,91,19,52,49,98,33,18,37,61,84,80,20,48,91,2,55,21,85
60,39,0,35,19,51,59,45,59,94,40,32,13,36,48,73,0,81,34,64,59,81,28,53,82,65,71,39,48,16,93,54,6,29,39,7,51,23,87,98,69,56,73,70,9,49,39,94,16,4,70,5,70,37,26,13,25,65,22,24,44,84,70,41,86,79,36,5,82,19,4,51,57,66,8,26,47,25,50,17,95,94,69,79,45,96,42,56,65,26,51,6,65,53,73,4,70,80,87,10,47,19,29,97,39,72,14,19,14,41,19,60,64,16,41,39,78,0,53,83,48,21,40,14,87,12,27,52
26,81,84,84,58,95,88,54,15,55,31,27,35,24,17,60,9,2,75,92,48,50,96,72,58,80,45,12,31,73,58,21,18,59,27,32,10,78,28,2,4,43,0,49,86,27,36,73,52,20,76,7,22,57,85,69,78,55,72,91,79,75,79,74,45,90,29,48,67,99,14,95,86,10,19,16,90,98,44,45,60,15,52,72,12,65,97,98,92,11,26,30,1,38,15,83,83,63,18,96,8,80,27,47,13,34,0,11,78,89,47,86,51,28,78,19,77,33,62,89,85,15,0,89,75,98,93,77
20,6,48,50,63,98,10,64,8,35,75,44,82,74,50,88,57,54,77,38,91,12,66,56,45,76,51,60,76,62,28,50,31,2,85,91,78,20,16,36,12,25,39,10,33,27,96,3,41,90,43,60,27,57,14,91,25,78,87,34,83,97,15,83,35,47,70,77,35,99,43,26,95,8,32,68,14,63,0,76,45,48,68,45,40,84,79,8,46,5,67,63,3,61,81,36,72,21,87,81,0,82,35,9,18,14,78,11,32,84,95,73,72,17,67,68,96,46,5,48,64,81,11,89,98,59,0,86
52,65,46,50,81,19,79,56,44,39,65,10,19,81,61,10,33,92,43,76,21,23,29,63,12,78,92,76,20,28,45,76,15,69,61,42,59,12,53,92,45,11,48,85,15,78,11,71,88,85,75,90,93,39,78,4,33,27,87,78,39,54,22,29,61,53,13,40,64,39,47,56,13,30,64,55,22,52,19,92,41,76,98,79,25,91,74,50,18,63,89,23,93,28,36,34,51,78,52,70,32,44,48,23,12,39,46,47,59,18,78,95,25,21,64,22,10,13,87,58,14,51,89,93,83,59,71,67
4,80,68,61,39,35,82,26,30,14,12,9,6,78,0,17,22,66,23,40,84,92,86,51,9,46,60,17,33,69,15,18,44,29,56,18,2,46,11,14,69,52,59,32,65,86,98,56,45,25,26,1,95,69,52,86,82,48,7,74,97,91,4,72,89,70,17,67,18,71,75,11,33,75,87,14,42,61,39,87,78,30,77,40,30,5,32,15,70,55,54,83,49,91,99,36,79,96,79,74,89,76,67,36,16,2,84,35,95,2,27,18,89,39,77,98,2,16,37,54,32,71,93,58,85,47,98,52
2,53,41,38,90,65,85,82,93,18,74,56,44,56,73,89,76,76,7,75,61,1,79,32,18,77,14,54,68,12,60,22,41,80,7,98,99,89,89,32,56,54,5,20,24,18,7,47,28,79,59,91,80,27,8,10,82,98,61,36,63,94,70,17,92,73,40,56,57,4,41,1,77,36,7,7,6,40,81,40,88,33,9,75,22,79,41,17,96,86,50,5,16,59,50,25,10,84,46,29,5,68,45,7,67,73,60,9,48,41,73,63,41,45,93,4,12,15,89,7,66,47,41,29,98,86,31,71
21,20,34,55,1,1,78,46,70,73,10,57,58,44,45,3,11,26,26,63,48,46,10,64,88,20,34,64,28,78,97,72,4,8,80,34,82,78,51,6,8,17,19,47,13,75,54,33,38,75,0,26,47,38,73,43,34,17,69,86,9,84,95,52,40,3,88,85,20,48,37,93,96,65,18,40,88,92,17,90,29,95,36,65,63,49,29,54,81,89,81,13,77,3,22,68,91,56,95,24,89,70,8,71,49,36,95,71,26,57,71,22,94,68,74,54,95,55,81,71,66,61,96,20,52,67,57,6
80,53,50,62,58,32,52,60,6,95,80,23,90,32,66,52,31,95,98,98,50,24,58,77,14,35,25,48,73,96,9,30,56,75,60,79,28,38,87,36,81,86,49,82,64,67,21,98,46,79,66,39,10,85,38,82,34,33,65,56,57,95,61,78,77,45,53,52,19,45,90,61,68,91,70,92,84,45,28,34,16,9,97,88,60,58,69,28,47,49,89,11,84,28,46,90,46,57,9,67,1,55,72,43,99,34,87,6,58,14,66,67,34,41,93,11,32,40,17,47,18,24,57,2,89,41,99,21
70,61,33,25,63,56,63,90,26,21,15,10,59,15,41,63,72,13,38,14,85,18,96,19,57,28,20,67,75,78,86,24,24,69,2,15,52,54,46,21,72,0,90,19,98,44,64,38,86,73,62,22,5,36,90,89,36,16,74,69,79,91,21,11,25,48,16,94,7,57,70,37,37,59,45,96,5,64,82,64,16,45,39,19,22,19,54,61,39,77,12,4,79,84,49,30,80,6,38,18,88,45,88,2,52,36,19,18,97,13,84,98,38,47,26,66,67,81,24,37,23,64,12,46,72,78,64,72
92,66,30,46,21,20,4,33,23,96,34,17,77,65,11,99,53,37,55,21,98,12,5,41,87,49,75,67,66,15,21,27,69,11,87,73,76,80,97,47,32,71,8,98,73,79,94,71,48,81,97,56,61,53,17,12,5,28,55,59,61,74,2,28,84,74,10,31,51,40,35,91,40,27,22,25,66,43,48,34,40,66,27,0,82,56,91,47,71,4,95,8,75,54,56,39,63,69,50,66,88,39,53,32,31,92,25,76,71,53,25,62,78,32,63,45,44,97,16,59,41,34,82,92,97,20,76,18
43,98,65,83,58,65,71,64,12,16,62,80,76,68,16,13,92,84,28,18,69,4,54,56,84,10,68,45,30,56,7,42,73,36,82,35,82,41,25,42,88,17,50,95,75,44,85,21,8,91,46,41,2,85,82,30,69,6,50,43,49,21,91,91,94,88,37,84,85,35,94,35,29,79,71,92,92,52,37,57,25,48,41,14,40,54,59,97,17,30,58,37,54,49,11,20,49,78,50,94,23,36,18,87,41,18,43,39,99,70,60,16,24,34,43,50,11,54,91,36,51,98,3,35,73,96,59,56
